total_income,essentials_percentage,savings_percentage,investments_percentage,discretionary_percentage,risk_tolerance,financial_status
5063,62.84,21.69,27.95,0.0,High,stable
4593,61.3,27.83,18.85,0.0,Low,strain
4187,51.77,15.92,6.22,26.09,High,strain
5620,36.17,12.58,19.74,31.5,High,growth
5624,40.04,11.77,7.25,40.94,Low,growth
4754,59.54,5.59,12.05,22.81,Low,growth
5878,62.24,18.01,26.24,0.0,Medium,stable
4093,41.17,29.71,5.28,23.85,High,growth
4086,44.72,25.38,6.93,22.97,Medium,growth
5068,33.11,27.44,14.08,25.37,High,stable
4137,58.54,20.53,29.98,0.0,High,strain
4421,30.14,17.04,12.3,40.52,Low,stable
4074,31.86,29.76,8.93,29.45,High,growth
5572,30.17,16.18,18.74,34.91,High,growth
5637,55.81,27.92,17.98,0.0,Low,strain
5536,46.7,24.05,16.24,13.02,Low,stable
5180,41.9,13.27,28.67,16.16,Low,growth
5962,66.51,17.58,12.0,3.91,High,strain
5279,37.71,14.61,12.33,35.35,Low,growth
4171,45.57,8.41,8.51,37.51,High,strain
5752,67.61,13.92,22.43,0.0,Medium,growth
4170,47.08,27.22,13.03,12.66,Low,growth
5788,52.19,23.82,25.07,0.0,Medium,strain
4872,33.21,11.94,29.29,25.55,Medium,strain
4322,61.61,14.2,6.09,18.1,Low,growth
5591,46.91,20.41,29.83,2.85,Low,strain
4456,62.02,15.4,11.35,11.22,High,growth
4944,40.15,17.58,15.5,26.77,Low,growth
5627,46.9,22.45,24.44,6.2,Medium,stable
4790,61.46,16.68,21.63,0.22,Medium,growth
4613,68.96,9.77,24.46,0.0,Medium,growth
5179,32.39,18.01,16.66,32.94,High,strain
4889,62.5,13.9,27.9,0.0,High,stable
4349,42.03,12.27,24.75,20.96,Low,strain
5475,52.03,13.2,12.73,22.04,Low,strain
5900,41.6,15.98,28.71,13.71,Low,growth
5677,54.54,27.17,29.03,0.0,Medium,growth
5197,44.15,23.35,15.38,17.12,Medium,growth
4010,43.34,21.7,21.3,13.66,Medium,strain
4740,31.52,16.78,25.37,26.33,Low,strain
5289,35.88,5.05,25.43,33.64,Low,growth
5462,66.68,13.51,5.35,14.45,Medium,strain
5784,69.93,25.33,20.73,0.0,Low,stable
5271,61.22,14.7,29.34,0.0,High,stable
4667,41.47,19.1,10.78,28.65,Low,stable
4546,46.1,10.12,24.89,18.89,Medium,strain
5523,59.58,27.9,18.36,0.0,Low,stable
4129,68.74,28.08,10.54,0.0,High,growth
5696,48.22,8.65,6.28,36.85,Medium,growth
4601,63.18,23.1,24.0,0.0,Low,growth
4605,69.0,6.88,12.91,11.2,Low,stable
4327,64.94,19.96,14.39,0.71,Low,stable
5777,39.09,9.47,17.13,34.32,Low,strain
5859,30.32,8.64,17.68,43.36,High,growth
4980,49.68,5.1,10.15,35.06,Low,strain
4404,51.25,28.52,21.77,0.0,Low,stable
4629,38.05,25.73,22.31,13.91,Medium,strain
5630,41.39,6.94,8.56,43.12,High,growth
5699,60.61,19.98,18.32,1.09,Medium,strain
5635,48.81,10.82,20.23,20.13,High,strain
5649,42.69,11.6,9.66,36.05,Low,stable
5383,54.91,26.85,27.36,0.0,High,stable
5627,56.11,7.86,17.07,18.96,Medium,stable
5882,60.78,20.04,7.88,11.31,Low,stable
4718,36.27,15.03,13.36,35.34,Medium,growth
5041,59.66,9.77,16.92,13.65,Medium,growth
4274,53.98,16.3,5.25,24.47,High,strain
4685,32.3,28.51,5.8,33.39,Low,growth
4116,61.1,24.54,6.39,7.97,Medium,strain
4861,45.32,8.3,18.45,27.92,Medium,stable
4693,43.22,26.24,13.4,17.15,High,strain
5115,47.92,28.44,27.33,0.0,Medium,strain
5106,43.85,11.92,18.98,25.25,Low,growth
4324,43.53,13.34,24.0,19.14,Low,strain
4961,62.32,8.16,22.18,7.34,High,growth
4114,34.98,13.62,18.01,33.39,Medium,strain
5793,68.82,21.83,23.62,0.0,High,growth
5082,52.2,11.8,18.62,17.38,High,stable
4154,37.32,5.17,14.64,42.88,Medium,growth
5901,35.25,13.46,15.9,35.39,Low,stable
5428,53.66,16.33,25.96,4.05,High,growth
5652,55.32,19.16,19.08,6.44,Low,stable
5879,32.12,22.1,14.43,31.35,Low,stable
5290,39.72,6.54,9.49,44.24,Medium,growth
4315,61.82,16.74,17.38,4.05,Medium,stable
5739,31.98,11.66,11.31,45.05,Low,strain
5065,64.2,28.7,28.89,0.0,Low,strain
4105,56.33,14.0,17.27,12.4,Low,stable
5925,47.38,7.5,5.22,39.9,High,stable
5914,43.86,6.04,7.32,42.78,Low,stable
5217,30.77,11.64,12.11,45.49,High,growth
5425,63.01,9.47,7.3,20.22,Medium,strain
5302,35.71,21.24,27.35,15.7,Medium,stable
4354,42.38,26.17,26.36,5.09,Low,stable
5016,52.76,12.81,29.27,5.15,Medium,growth
5773,39.84,19.44,22.66,18.05,Low,strain
5961,49.89,23.26,21.14,5.72,High,stable
4733,62.37,14.96,28.09,0.0,Low,strain
5604,48.82,6.66,28.66,15.86,Medium,growth
4709,67.96,10.73,26.94,0.0,Low,strain
5280,63.9,27.08,26.54,0.0,Medium,stable
4651,43.32,25.61,21.79,9.27,High,stable
4824,46.0,7.16,5.04,41.8,Medium,strain
4947,46.93,10.6,15.74,26.73,Medium,growth
4661,55.05,24.23,20.89,0.0,Medium,growth
4099,41.47,17.15,18.68,22.7,Medium,growth
4588,68.77,24.0,25.53,0.0,Medium,growth
4282,54.35,10.28,25.47,9.9,Medium,stable
5907,45.98,28.82,19.97,5.24,Low,strain
4403,55.8,24.59,5.55,14.06,High,stable
5133,45.82,9.94,14.23,30.01,Low,strain
4700,62.71,18.96,10.72,7.61,High,strain
4199,52.71,7.83,13.47,25.99,Low,growth
5327,31.68,14.04,20.43,33.85,High,growth
4327,37.07,21.49,6.66,34.78,High,strain
4154,64.6,13.25,5.56,16.59,Low,strain
4552,52.52,21.42,15.92,10.14,Low,strain
5669,68.01,11.12,24.84,0.0,High,stable
4405,32.9,23.03,5.77,38.31,Medium,strain
4462,41.81,13.99,26.23,17.97,High,stable
4132,37.74,24.76,14.6,22.9,Medium,strain
4791,52.15,8.42,7.96,31.47,High,growth
4874,45.31,14.05,19.19,21.45,Medium,strain
4084,36.29,16.6,28.81,18.3,Low,strain
5423,55.71,15.6,18.56,10.13,Low,stable
4754,51.45,15.83,22.17,10.55,Medium,strain
4628,40.99,16.12,25.41,17.48,Medium,stable
5133,49.19,29.72,24.98,0.0,Medium,stable
4221,59.83,9.83,6.83,23.51,Medium,growth
5928,38.21,24.22,23.52,14.05,Low,growth
4553,41.72,18.79,28.74,10.75,High,growth
5392,43.84,15.34,22.52,18.3,Low,growth
5171,59.87,20.84,25.91,0.0,High,stable
4112,63.88,26.34,17.14,0.0,Low,strain
4615,45.06,16.67,12.98,25.3,Medium,stable
5582,41.86,26.62,21.91,9.61,Low,growth
4924,65.58,7.34,17.3,9.77,Low,strain
5518,69.97,21.33,27.38,0.0,Medium,stable
5529,56.81,13.33,29.36,0.5,Medium,strain
4475,69.6,14.67,25.5,0.0,Low,stable
4836,56.4,19.28,29.82,0.0,Low,strain
5914,59.34,17.0,13.71,9.95,High,strain
4271,45.55,14.54,27.39,12.52,High,growth
4421,47.32,12.71,13.25,26.72,Low,growth
5921,35.77,20.46,7.95,35.83,High,strain
4707,62.91,17.64,20.53,0.0,Medium,strain
5391,67.24,13.08,16.37,3.3,Low,growth
5304,54.94,10.12,28.04,6.9,Low,stable
5307,43.75,24.36,17.3,14.59,High,strain
4040,36.16,24.99,28.19,10.66,Low,stable
5983,40.61,10.34,6.97,42.08,Low,growth
4189,40.22,11.54,25.76,22.48,Medium,strain
5188,54.54,10.98,23.98,10.5,Low,stable
4994,67.8,27.11,23.0,0.0,High,growth
5560,31.93,24.35,13.88,29.84,Medium,strain
4536,30.04,6.86,24.59,38.5,High,stable
5028,54.01,25.82,17.08,3.09,Low,strain
5859,41.36,5.92,22.88,29.84,High,stable
4290,65.22,11.33,18.81,4.64,High,stable
5977,43.09,27.97,8.94,20.0,Medium,strain
4433,41.59,26.61,6.61,25.19,Low,growth
4471,40.78,24.54,14.15,20.53,Medium,strain
5205,35.79,16.44,28.32,19.45,Low,growth
5272,53.26,13.04,18.24,15.46,Medium,stable
4628,36.73,27.04,25.05,11.18,Low,stable
4279,46.99,21.43,19.4,12.19,Medium,stable
4877,48.44,12.39,28.95,10.23,Low,growth
4581,30.82,16.58,14.24,38.36,Medium,stable
4863,30.67,27.04,6.43,35.86,High,strain
4254,50.81,27.59,24.52,0.0,Medium,stable
4181,57.84,21.48,22.64,0.0,High,growth
5854,67.69,23.31,18.19,0.0,Medium,growth
4681,37.16,5.98,13.16,43.69,High,strain
4825,34.13,20.12,9.71,36.05,Low,strain
5533,32.08,22.22,17.06,28.63,High,growth
5785,47.44,5.51,21.66,25.39,Low,growth
4700,54.93,26.1,19.47,0.0,High,strain
4566,63.62,28.21,15.94,0.0,Low,strain
5350,57.31,10.95,18.49,13.25,High,strain
5381,38.33,26.14,7.7,27.82,Medium,strain
5849,48.47,21.64,22.4,7.5,Low,growth
5674,66.41,19.52,23.36,0.0,Low,stable
4680,43.07,26.08,5.29,25.57,High,growth
4391,49.95,12.14,11.76,26.15,Medium,strain
5639,68.34,24.77,7.3,0.0,Low,growth
5958,59.39,12.86,29.96,0.0,Low,strain
5109,59.91,24.69,19.83,0.0,Medium,growth
5341,40.09,16.28,16.64,26.99,Medium,strain
4212,46.59,7.92,16.58,28.91,Medium,strain
5539,33.29,14.54,29.12,23.05,Low,growth
4384,54.26,10.84,21.5,13.41,High,strain
5715,34.15,7.51,9.22,49.12,High,stable
4342,63.44,7.76,16.2,12.6,Low,strain
5839,62.58,24.5,24.35,0.0,Low,strain
5988,51.34,27.03,15.58,6.04,Low,strain
4844,35.65,28.18,12.74,23.44,Low,stable
5062,31.02,26.35,29.78,12.85,Medium,growth
5535,61.87,25.76,28.39,0.0,Low,stable
4420,54.01,6.72,28.54,10.73,Low,stable
4751,58.44,24.75,8.29,8.52,Low,stable
5193,42.15,24.58,10.86,22.41,Medium,growth
5989,50.38,8.28,16.05,25.29,Medium,strain
5933,59.89,21.55,25.8,0.0,Medium,stable
5367,48.5,16.31,23.42,11.76,Low,strain
5850,54.06,27.5,26.24,0.0,Medium,stable
4306,61.59,22.39,28.02,0.0,Low,stable
5566,38.61,28.77,24.52,8.1,Low,stable
4702,32.64,7.62,11.54,48.2,High,stable
4869,51.27,6.02,12.14,30.58,Medium,stable
4537,32.49,29.34,13.81,24.36,High,stable
5136,60.66,7.0,12.58,19.76,High,growth
5435,58.77,14.65,11.23,15.35,Medium,strain
5971,65.27,21.25,23.81,0.0,Medium,strain
4206,55.58,27.0,5.85,11.57,High,growth
5209,32.69,11.36,23.21,32.74,Low,stable
5406,40.13,5.73,25.59,28.56,High,growth
4496,62.32,18.03,6.65,13.0,Medium,growth
5403,36.69,16.78,6.55,39.99,Low,growth
5071,57.94,12.67,12.14,17.25,High,strain
5910,61.21,26.85,10.21,1.73,High,growth
5764,43.2,23.73,19.53,13.53,High,stable
5575,42.89,26.45,21.89,8.77,Medium,growth
5552,52.31,9.05,20.85,17.79,High,strain
4504,64.45,22.31,13.93,0.0,Medium,strain
5046,38.96,29.38,17.46,14.21,Low,stable
4213,67.65,20.3,21.0,0.0,Low,growth
4310,53.96,9.28,7.99,28.77,High,stable
4661,69.69,29.89,10.74,0.0,Medium,growth
5992,33.58,18.21,27.26,20.94,High,stable
4753,35.06,26.0,13.56,25.38,Low,stable
4272,63.07,8.73,25.03,3.17,Medium,stable
5595,64.59,21.65,11.27,2.48,Low,strain
5823,47.82,27.82,6.04,18.33,Low,strain
4938,58.56,18.3,17.51,5.63,Medium,growth
5226,64.7,12.22,27.31,0.0,Medium,strain
4032,31.73,8.19,25.48,34.61,Medium,stable
4443,52.96,12.4,11.32,23.32,High,strain
4162,64.14,13.87,27.75,0.0,High,strain
4767,45.93,22.75,16.99,14.33,Medium,growth
4254,42.1,9.47,6.22,42.21,Medium,stable
4521,61.83,7.65,5.7,24.82,High,strain
4977,43.43,14.67,17.13,24.77,Medium,strain
5675,30.13,16.47,18.66,34.75,Low,growth
5504,68.38,20.71,7.0,3.91,Medium,growth
4010,53.68,22.69,28.06,0.0,High,stable
4726,62.78,27.23,22.96,0.0,Medium,growth
4505,63.01,12.22,25.03,0.0,Medium,stable
4785,32.66,18.22,19.6,29.53,Low,stable
5860,36.83,14.15,21.59,27.43,Medium,strain
5584,42.44,5.04,14.7,37.82,High,strain
4436,42.83,19.49,21.98,15.7,High,strain
5135,56.35,25.39,29.45,0.0,Low,strain
4153,54.93,5.91,21.19,17.97,Low,strain
5659,49.78,5.09,13.54,31.59,High,stable
4917,38.45,23.2,12.13,26.22,Medium,strain
4869,45.28,22.1,29.08,3.54,High,strain
5126,51.74,15.15,9.63,23.48,Low,strain
4753,48.72,21.54,25.15,4.59,High,stable
5857,35.09,28.83,16.63,19.44,Low,growth
5215,55.98,11.2,16.09,16.73,High,growth
5753,32.92,11.15,23.69,32.24,Medium,strain
4563,45.13,9.66,8.7,36.52,Medium,growth
5828,58.4,23.1,16.66,1.84,Low,stable
5105,30.8,13.83,5.9,49.47,Medium,strain
4489,52.8,29.72,21.76,0.0,Low,stable
4895,43.38,22.87,6.46,27.29,Medium,stable
5112,30.35,14.18,7.18,48.28,High,strain
5218,37.62,8.73,26.12,27.53,Medium,stable
4104,67.64,19.8,16.07,0.0,High,strain
5807,50.85,12.37,10.02,26.76,Low,stable
5120,69.89,27.64,19.81,0.0,Medium,growth
5447,50.99,16.04,17.98,14.99,Medium,growth
5915,51.76,12.32,15.27,20.65,High,growth
5222,45.67,19.71,27.64,6.98,Low,stable
5025,42.4,8.42,23.74,25.44,Medium,strain
5007,40.06,19.04,8.79,32.11,Low,growth
4407,43.74,6.4,19.27,30.59,Low,strain
5402,48.39,20.17,7.22,24.22,Medium,growth
4167,37.68,18.25,11.12,32.95,High,growth
4509,39.0,18.02,27.75,15.24,Low,stable
5662,40.86,22.1,16.55,20.48,Low,growth
4313,47.97,6.11,27.3,18.62,Medium,strain
5617,56.11,16.49,9.15,18.24,Low,strain
5442,64.25,16.1,10.13,9.52,Medium,growth
4763,41.49,16.49,13.82,28.2,Low,strain
4681,37.35,29.5,14.16,19.0,High,strain
4477,45.15,8.48,23.63,22.73,High,strain
4073,65.78,22.26,19.99,0.0,High,strain
5165,30.39,15.05,18.83,35.72,High,strain
4582,57.11,17.79,20.06,5.03,Medium,growth
4262,49.09,24.06,23.3,3.55,Medium,strain
5364,36.44,8.93,27.32,27.3,Medium,strain
5332,42.84,24.09,15.37,17.7,Medium,growth
4245,39.0,6.76,25.07,29.17,Medium,stable
5539,65.11,17.08,17.38,0.43,High,strain
5361,49.27,23.55,23.05,4.12,Low,stable
5599,52.52,9.81,26.87,10.79,Low,stable
4561,53.75,24.27,5.81,16.17,High,growth
5100,55.58,9.17,18.67,16.58,High,stable
5904,49.82,24.98,29.73,0.0,Medium,stable
4175,30.71,16.72,17.41,35.16,Medium,stable
4109,43.39,22.12,26.61,7.89,Low,growth
4183,37.35,27.94,9.65,25.06,Low,strain
4192,57.21,15.21,20.11,7.48,Medium,growth
4065,32.27,10.82,26.76,30.15,Medium,growth
5873,52.55,26.68,15.79,4.98,High,growth
4963,38.43,9.04,17.17,35.37,Medium,strain
5498,67.95,20.79,7.05,4.21,High,stable
5807,43.42,28.08,6.05,22.44,Medium,strain
5124,43.01,21.86,16.72,18.41,Low,stable
5568,66.94,9.89,26.09,0.0,High,strain
4864,46.69,8.81,28.28,16.22,Low,growth
5152,68.51,11.31,21.47,0.0,High,growth
5476,30.97,14.79,25.66,28.59,High,stable
5938,42.25,8.98,23.37,25.4,Low,growth
4369,56.65,24.95,22.54,0.0,Low,growth
4851,65.63,13.93,24.23,0.0,Medium,strain
4043,40.26,28.4,17.63,13.71,High,stable
5908,67.22,26.06,16.45,0.0,Medium,strain
5443,53.76,27.72,8.98,9.54,High,strain
4488,62.04,12.36,26.1,0.0,Medium,growth
4078,45.89,19.34,6.12,28.65,Low,strain
4826,38.49,13.04,11.69,36.79,Low,stable
5825,66.45,11.42,18.0,4.13,Medium,growth
5294,67.33,20.18,29.29,0.0,Low,stable
4674,49.9,25.45,24.65,0.0,Medium,stable
4701,30.26,7.34,14.22,48.18,High,stable
4759,34.39,11.89,22.85,30.87,High,stable
5924,52.92,10.13,28.28,8.67,Low,strain
4728,30.95,24.96,18.47,25.62,Low,growth
5339,45.88,28.33,16.55,9.24,Low,strain
4925,42.13,7.0,18.82,32.04,High,growth
5875,58.57,14.48,12.79,14.16,Medium,strain
4902,32.22,27.86,27.68,12.23,Low,growth
4889,49.55,13.62,24.93,11.9,Medium,stable
4993,53.16,22.82,22.64,1.38,Low,stable
5969,54.69,7.52,19.73,18.06,Low,strain
5192,46.21,16.11,29.24,8.45,Low,strain
4339,42.17,17.58,12.44,27.8,Medium,stable
4193,57.3,23.94,12.08,6.68,Medium,strain
5477,63.9,12.22,11.05,12.82,Medium,strain
4283,57.74,11.6,23.54,7.11,High,growth
5360,67.28,12.57,24.93,0.0,High,growth
4390,58.69,18.89,19.93,2.49,High,growth
5000,60.58,26.9,21.3,0.0,Medium,strain
4525,36.72,25.77,13.72,23.79,High,stable
5264,46.78,6.45,5.99,40.78,Low,stable
5856,49.4,26.97,11.34,12.28,Medium,stable
5982,40.25,7.38,19.61,32.76,Low,stable
5507,51.14,15.38,25.32,8.15,Low,growth
4659,41.63,24.14,24.43,9.8,Medium,growth
4716,57.5,7.04,9.49,25.97,Low,strain
5616,48.81,6.01,6.29,38.89,Medium,stable
4891,48.35,13.25,26.26,12.13,High,strain
5579,69.35,23.25,6.89,0.52,Medium,stable
5482,45.7,18.04,14.83,21.43,Medium,stable
5113,44.49,15.43,7.36,32.73,Low,strain
5684,42.74,25.33,19.1,12.83,Low,growth
5119,65.79,24.17,14.08,0.0,Low,strain
4452,49.87,24.65,10.06,15.42,Low,strain
4428,54.0,16.49,19.88,9.63,Low,stable
5175,37.23,5.49,14.08,43.2,Low,growth
5538,51.64,9.3,9.17,29.89,Low,strain
5400,40.99,23.53,22.5,12.98,Low,growth
5046,59.23,23.83,25.92,0.0,Low,growth
4883,63.3,29.31,11.84,0.0,Medium,growth
4313,58.59,9.75,9.66,21.99,Low,growth
4840,59.21,8.07,6.88,25.84,Low,stable
4519,50.5,8.47,18.2,22.83,Medium,stable
5230,58.48,9.62,25.78,6.11,High,stable
5976,46.91,18.21,11.27,23.61,High,stable
4375,56.06,29.38,16.52,0.0,Medium,stable
4451,40.36,19.74,9.02,30.88,High,strain
5650,32.79,18.07,15.11,34.04,Low,growth
5808,46.54,21.83,5.39,26.24,Low,stable
5015,48.47,6.85,27.77,16.91,Low,growth
4595,40.26,25.38,21.91,12.45,High,stable
5203,59.11,21.17,13.32,6.4,Medium,stable
5234,32.94,9.28,27.03,30.75,Low,strain
4500,38.91,20.77,9.57,30.75,Medium,growth
4464,59.94,19.91,6.97,13.18,Medium,stable
5864,47.48,6.62,28.57,17.33,Low,stable
5148,58.21,11.67,12.73,17.39,Medium,strain
4113,52.7,14.77,28.4,4.13,Medium,growth
5036,68.03,11.12,20.94,0.0,Low,growth
5150,53.91,11.08,29.5,5.51,Medium,stable
5589,30.59,19.32,23.84,26.25,High,strain
4331,44.12,16.77,7.64,31.48,Low,strain
5925,35.72,21.68,26.31,16.29,Low,stable
5307,66.99,28.91,8.7,0.0,Low,growth
4140,34.16,21.51,22.3,22.02,Low,stable
5425,45.51,19.55,17.51,17.43,Low,growth
4902,39.04,26.19,22.69,12.07,Low,strain
5121,63.87,20.8,24.12,0.0,Low,stable
4517,42.34,9.14,25.09,23.43,High,stable
4569,69.68,12.87,25.87,0.0,Medium,stable
5948,31.54,23.33,26.18,18.94,High,growth
4846,35.13,23.46,15.31,26.1,Medium,growth
5093,38.99,29.68,27.23,4.11,Low,strain
4118,62.44,20.67,22.99,0.0,High,growth
4888,65.14,27.49,25.97,0.0,Low,growth
5083,32.86,6.36,29.73,31.05,Medium,stable
5057,31.3,19.16,7.91,41.64,High,strain
5342,59.78,28.0,14.26,0.0,High,strain
4050,35.33,12.18,25.16,27.32,Medium,stable
5904,35.32,8.87,7.16,48.65,Medium,growth
5513,30.89,13.76,18.52,36.82,High,growth
4019,31.99,24.81,26.46,16.74,High,stable
4726,40.55,7.12,5.47,46.86,High,stable
4197,32.6,20.01,28.49,18.9,Medium,growth
5915,44.76,8.39,29.45,17.4,Low,strain
5474,63.31,15.89,13.06,7.74,High,stable
4559,43.05,29.15,24.17,3.63,Medium,growth
5703,59.11,9.88,8.18,22.83,High,stable
4452,33.76,5.85,24.32,36.07,Medium,strain
4289,56.38,15.68,17.04,10.91,High,strain
5165,42.67,19.44,26.51,11.38,Medium,growth
5108,59.99,12.44,10.32,17.26,Medium,strain
5718,35.45,18.54,21.82,24.19,High,stable
4391,65.92,28.84,24.65,0.0,Medium,strain
5615,39.7,12.79,10.06,37.44,Medium,growth
4215,44.13,12.74,25.46,17.68,Medium,stable
5550,68.01,17.07,28.95,0.0,Medium,strain
4215,53.14,17.88,20.4,8.58,Medium,strain
5427,44.63,5.03,24.62,25.71,Medium,strain
4128,67.98,20.4,18.31,0.0,Medium,growth
5846,43.16,29.93,19.95,6.95,Medium,growth
5501,33.79,12.3,5.33,48.57,High,strain
4760,69.87,20.77,18.11,0.0,Medium,stable
4404,40.71,5.12,19.39,34.78,Low,strain
5053,64.05,20.11,21.75,0.0,High,stable
5816,36.62,16.18,9.23,37.97,High,stable
4338,59.25,18.26,11.03,11.45,Low,growth
4831,50.98,18.6,23.9,6.52,Medium,strain
4714,69.24,9.42,9.19,12.15,Low,growth
4361,52.11,24.25,15.4,8.24,Low,strain
4569,31.0,18.89,11.26,38.85,Low,stable
5416,54.16,11.75,18.63,15.46,High,growth
4218,35.81,28.43,29.67,6.08,Medium,growth
5598,61.94,5.32,26.3,6.44,High,growth
5693,64.26,23.15,11.74,0.85,Medium,stable
4202,49.28,14.53,14.22,21.97,Low,growth
4017,61.33,18.06,27.97,0.0,High,strain
4322,35.8,12.29,27.46,24.45,Medium,strain
4518,49.68,13.03,9.01,28.27,Medium,stable
5594,45.76,5.38,25.73,23.13,Low,growth
5349,54.45,23.25,12.44,9.86,High,strain
5436,31.78,22.77,18.6,26.86,High,growth
5342,60.08,21.36,5.13,13.43,High,strain
4681,33.17,26.95,29.96,9.92,High,stable
5989,56.26,27.53,24.03,0.0,High,strain
5106,30.74,18.91,11.04,39.31,High,strain
5498,63.28,22.12,22.09,0.0,High,strain
5492,36.99,5.27,12.33,45.4,Low,stable
4425,50.62,26.16,7.24,15.99,Medium,strain
5969,40.46,25.41,15.63,18.5,Low,stable
5755,58.91,5.51,20.34,15.24,Medium,stable
5713,42.85,18.57,7.24,31.33,Medium,strain
5228,58.98,27.67,17.96,0.0,Medium,growth
5607,41.39,9.53,17.87,31.2,High,strain
5019,60.1,13.82,20.72,5.37,High,stable
4387,31.22,13.28,11.12,44.38,Medium,growth
4778,41.33,13.9,5.52,39.25,Medium,strain
4098,49.95,6.05,13.12,30.89,High,strain
5369,31.8,11.98,14.96,41.26,High,strain
5827,37.44,12.37,20.89,29.29,Medium,strain
4208,67.38,26.65,28.25,0.0,Medium,strain
5538,69.07,13.8,10.08,7.04,Low,growth
5660,59.59,16.18,22.18,2.05,High,strain
5816,40.09,14.52,7.44,37.96,High,stable
4586,40.42,8.02,9.77,41.8,Medium,stable
4166,55.83,29.76,17.73,0.0,Low,growth
4022,34.7,25.65,22.71,16.94,High,stable
4154,67.93,18.52,26.46,0.0,Low,growth
5963,38.99,16.91,23.6,20.5,Low,stable
5463,69.99,21.23,5.38,3.4,High,growth
5319,49.83,13.16,22.1,14.91,Medium,strain
4219,60.86,6.26,25.62,7.27,Low,stable
4669,30.09,15.11,18.14,36.67,Medium,stable
5519,65.55,29.6,29.14,0.0,High,growth
4230,40.8,9.56,5.11,44.53,Low,growth
4020,56.72,18.19,25.47,0.0,Medium,growth
4553,62.25,5.21,13.37,19.16,Low,stable
4950,36.57,8.05,21.26,34.12,Low,growth
4148,47.7,19.68,22.34,10.28,Low,strain
5132,49.75,12.44,12.66,25.15,High,growth
4403,42.48,27.64,29.89,0.0,Medium,strain
4596,49.27,15.15,7.58,27.99,Low,strain
5507,42.7,10.2,8.93,38.17,Medium,growth
4367,44.43,18.64,27.3,9.63,High,strain
5858,56.77,24.87,7.98,10.37,Low,strain
5438,55.3,5.49,14.53,24.68,Low,strain
5333,39.29,17.64,23.33,19.74,Low,growth
4802,65.9,24.34,24.79,0.0,Medium,growth
4918,64.51,7.59,28.87,0.0,Medium,strain
5859,50.36,27.57,24.74,0.0,Low,stable
5158,47.33,11.61,26.11,14.94,Medium,strain
5743,45.07,9.27,28.73,16.93,Medium,growth
5307,58.29,19.73,18.84,3.14,Low,strain
5802,56.87,9.38,13.59,20.17,Low,strain
4073,37.85,21.99,24.04,16.12,Low,growth
4481,56.86,17.25,9.09,16.8,High,growth
5376,40.1,7.75,6.71,45.45,Low,stable
4560,30.74,27.81,24.63,16.81,Low,strain
5350,57.97,21.83,28.77,0.0,Low,strain
4745,55.79,18.65,16.06,9.5,Low,strain
5467,46.43,14.36,9.03,30.18,Low,stable
4100,51.03,8.37,17.43,23.18,Low,stable
5083,67.89,22.69,14.83,0.0,Low,strain
4508,53.81,25.34,14.31,6.54,Low,growth
4258,56.32,8.15,20.7,14.84,High,strain
4413,32.56,17.36,9.37,40.71,Medium,strain
5476,36.64,17.12,14.51,31.73,High,strain
5089,42.04,13.75,26.72,17.5,High,growth
4595,51.58,24.73,23.24,0.45,Low,stable
5178,61.06,7.49,6.39,25.06,Low,stable
4266,42.85,10.13,17.85,29.18,Low,strain
4821,44.26,5.04,7.28,43.42,Low,strain
5103,40.25,14.32,28.94,16.49,Medium,strain
5339,40.18,12.28,11.12,36.42,Medium,growth
4662,67.95,26.67,28.32,0.0,High,strain
4947,55.42,23.65,25.85,0.0,Medium,growth
4560,36.24,7.11,18.78,37.87,High,strain
4917,58.89,23.52,13.41,4.18,Low,strain
4891,58.88,21.89,26.45,0.0,High,strain
5272,56.66,12.04,8.82,22.48,High,stable
5814,35.39,5.39,9.5,49.73,Medium,strain
4868,46.32,7.88,10.62,35.18,High,strain
4610,34.27,11.25,19.94,34.54,Low,strain
4414,62.66,25.42,12.86,0.0,Low,strain
4025,56.21,16.63,29.73,0.0,Low,growth
4284,50.29,27.96,9.88,11.87,Low,growth
5473,43.72,24.73,25.14,6.41,Medium,strain
4881,37.37,12.18,7.4,43.06,High,growth
4301,34.26,26.13,13.84,25.77,High,strain
5092,68.77,7.92,11.09,12.22,High,strain
5031,37.99,5.9,29.42,26.69,High,growth
4817,32.39,20.21,5.64,41.75,Low,growth
5161,68.47,13.54,23.04,0.0,Medium,strain
5188,51.96,13.24,11.19,23.61,High,stable
4083,61.87,22.18,25.28,0.0,High,strain
5921,31.75,26.25,12.78,29.22,Medium,strain
5674,52.68,13.05,9.68,24.59,High,stable
5444,45.93,13.13,22.33,18.62,Medium,growth
5097,60.88,18.35,11.44,9.34,High,stable
5261,31.54,21.33,17.14,29.99,Medium,strain
4046,46.07,10.07,8.29,35.57,High,growth
4618,61.96,27.82,23.11,0.0,Low,stable
4928,50.91,21.36,15.17,12.56,High,stable
5824,52.0,20.63,8.51,18.85,Low,strain
4262,33.89,27.6,23.54,14.97,Medium,stable
4176,35.29,27.68,7.58,29.44,Low,strain
5190,57.08,8.39,19.37,15.16,High,growth
4657,57.0,8.63,20.19,14.18,Low,stable
4842,69.16,24.05,28.26,0.0,Low,growth
4370,58.48,28.92,8.77,3.83,High,growth
5819,49.73,21.66,21.33,7.27,Medium,strain
